alert_id,created_at,alert_type,severity,title,description,entity_type,entity_id,threshold_value,actual_value,status,assigned_to,resolved_at,resolution_notes,auto_generated,escalation_level,related_alerts
ALT-002456,2020-10-16T11:00:00Z,Price spike,High,Price spike detected for PO-104021,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-104021,80.44,62.24,resolved,USR-0011,2020-10-28T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002457,2023-10-20T16:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0031,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0031,73.28,48.33,resolved,USR-0019,2023-11-07T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002458,2017-02-20T06:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-120874,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-120874,72.61,35.43,resolved,USR-0083,2017-03-02T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002459,2023-09-08T23:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0076,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0076,39.53,138.13,resolved,USR-0021,2023-09-10T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002460,2018-10-12T01:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0107,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0107,29.94,85.88,resolved,USR-0080,2018-11-04T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002461,2020-09-01T05:00:00Z,Stock low,Medium,Stock low detected for INV-JP-REE,Automated monitoring threshold exceeded; review recommended.,inventory,INV-JP-REE,37.33,63.79,resolved,USR-0001,2020-09-29T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002462,2019-09-23T04:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0122,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0122,96.87,55.43,resolved,USR-0031,2019-09-26T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002463,2022-11-04T00:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0034,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0034,15.36,17.2,open,USR-0081,,,true,2,[]
ALT-002464,2023-01-29T13:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0122,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0122,34.52,85.1,resolved,USR-0038,2023-02-18T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002465,2022-11-03T01:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0042,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0042,74.47,126.44,resolved,USR-0012,2022-11-24T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002466,2017-05-23T00:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0112,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0112,30.78,48.31,resolved,USR-0070,2017-06-20T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002467,2019-12-30T06:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0119,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0119,95.92,83.63,resolved,USR-0001,2020-01-18T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002468,2024-03-27T08:00:00Z,Stock low,Medium,Stock low detected for INV-US-PLA,Automated monitoring threshold exceeded; review recommended.,inventory,INV-US-PLA,42.93,89.46,open,USR-0002,,,true,1,[]
ALT-002469,2024-09-08T01:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0005,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0005,80.22,59.26,open,USR-0022,,,true,0,[]
ALT-002470,2021-07-11T20:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0033,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0033,16.85,12.96,resolved,USR-0023,2021-07-18T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002471,2024-04-25T11:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0060,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0060,75.47,63.23,resolved,USR-0073,2024-05-04T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002472,2016-02-25T03:00:00Z,Stock low,Medium,Stock low detected for INV-JP-PAP,Automated monitoring threshold exceeded; review recommended.,inventory,INV-JP-PAP,78.59,72.16,open,USR-0022,,,true,1,[]
ALT-002473,2023-02-11T22:00:00Z,Stock overstock,Low,Stock overstock detected for INV-AU-STL,Automated monitoring threshold exceeded; review recommended.,inventory,INV-AU-STL,83.79,80.04,resolved,USR-0017,2023-02-22T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002474,2024-12-06T05:00:00Z,Price spike,High,Price spike detected for PO-112145,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-112145,40.42,79.57,open,USR-0010,,,true,1,[]
ALT-002475,2016-09-21T07:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0192,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0192,94.84,138.95,open,USR-0039,,,true,1,[]
ALT-002476,2022-09-23T19:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-119566,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-119566,48.05,128.82,open,USR-0077,,,true,1,[]
ALT-002477,2018-12-22T03:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0048,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0048,94.56,94.63,resolved,USR-0036,2019-01-09T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002478,2017-06-09T17:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0052,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0052,12.74,48.22,resolved,USR-0009,2017-07-08T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002479,2017-11-19T06:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0156,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0156,11.89,131.83,resolved,USR-0033,2017-12-09T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002480,2019-05-04T14:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0060,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0060,77.53,29.99,resolved,USR-0020,2019-05-31T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002481,2019-10-11T03:00:00Z,Price spike,High,Price spike detected for PO-113910,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-113910,41.02,47.79,resolved,USR-0072,2019-10-17T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002482,2022-04-21T14:00:00Z,Stock overstock,Low,Stock overstock detected for INV-JP-PLA,Automated monitoring threshold exceeded; review recommended.,inventory,INV-JP-PLA,25.04,103.24,resolved,USR-0028,2022-05-01T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002483,2018-01-18T00:00:00Z,Price spike,High,Price spike detected for PO-148439,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-148439,72.63,42.7,open,USR-0050,,,true,1,[]
ALT-002484,2017-08-18T10:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-124527,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-124527,62.77,34.09,resolved,USR-0024,2017-08-19T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002485,2019-11-01T20:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0094,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0094,89.01,79.5,resolved,USR-0076,2019-11-07T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002486,2022-11-14T20:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0195,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0195,32.13,136.46,resolved,USR-0066,2022-12-08T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002487,2022-06-30T01:00:00Z,Stock overstock,Low,Stock overstock detected for INV-CN-CEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CN-CEM,19.41,136.14,open,USR-0021,,,true,0,[]
ALT-002488,2016-09-20T03:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-100630,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-100630,31.32,67.3,open,USR-0022,,,true,0,[]
ALT-002489,2018-03-20T12:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0170,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0170,16.23,123.37,resolved,USR-0028,2018-03-30T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002490,2016-06-01T19:00:00Z,Stock overstock,Low,Stock overstock detected for INV-AU-ALM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-AU-ALM,80.21,136.13,resolved,USR-0014,2016-06-15T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002491,2015-11-28T15:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0049,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0049,70.94,136.81,open,USR-0046,,,true,0,[]
ALT-002492,2016-02-25T23:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0130,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0130,76.62,37.44,resolved,USR-0023,2016-03-05T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002493,2020-11-16T10:00:00Z,Price spike,High,Price spike detected for PO-110434,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-110434,79.34,112.43,open,USR-0008,,,true,1,[]
ALT-002494,2015-09-21T00:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0113,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0113,69.23,81.0,resolved,USR-0072,2015-10-16T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002495,2017-09-30T23:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-141771,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-141771,67.17,102.61,open,USR-0011,,,true,0,[]
ALT-002496,2018-08-23T10:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0045,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0045,67.54,119.2,open,USR-0075,,,true,0,[]
ALT-002497,2024-03-22T16:00:00Z,Stock overstock,Low,Stock overstock detected for INV-DE-SLC,Automated monitoring threshold exceeded; review recommended.,inventory,INV-DE-SLC,34.7,98.83,resolved,USR-0061,2024-04-13T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002498,2024-10-28T22:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0021,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0021,53.59,112.61,resolved,USR-0019,2024-11-19T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002499,2015-11-05T11:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-137873,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-137873,88.61,111.63,resolved,USR-0078,2015-12-05T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002500,2019-06-28T03:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-149223,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-149223,35.48,137.26,resolved,USR-0029,2019-07-23T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002501,2020-05-28T20:00:00Z,Stock overstock,Low,Stock overstock detected for INV-MX-PAP,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-PAP,69.53,105.68,resolved,USR-0010,2020-06-25T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002502,2023-12-27T16:00:00Z,Price spike,High,Price spike detected for PO-109836,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-109836,21.95,102.96,resolved,USR-0066,2024-01-16T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002503,2015-01-10T15:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0175,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0175,25.09,50.65,open,USR-0037,,,true,0,[]
ALT-002504,2020-03-23T15:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0140,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0140,40.21,118.9,resolved,USR-0060,2020-04-10T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002505,2017-11-25T21:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0067,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0067,10.8,20.02,resolved,USR-0075,2017-12-09T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002506,2017-05-05T23:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-112683,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-112683,21.12,40.64,resolved,USR-0037,2017-05-25T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002507,2016-09-17T08:00:00Z,Price spike,High,Price spike detected for PO-139876,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-139876,13.02,109.96,open,USR-0052,,,true,1,[]
ALT-002508,2021-05-21T04:00:00Z,Demand surge,High,Demand surge detected for PO-116827,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-116827,52.79,108.31,resolved,USR-0065,2021-05-23T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002509,2022-12-09T18:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0040,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0040,95.38,19.62,resolved,USR-0044,2022-12-15T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002510,2017-09-11T07:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0172,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0172,20.35,116.35,resolved,USR-0021,2017-09-28T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002511,2020-02-01T07:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0079,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0079,35.67,135.47,resolved,USR-0066,2020-02-13T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002512,2023-08-01T04:00:00Z,Price spike,High,Price spike detected for PO-141004,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-141004,68.81,124.12,resolved,USR-0044,2023-08-24T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002513,2017-06-25T16:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0165,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0165,49.55,80.16,resolved,USR-0057,2017-07-21T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002514,2022-01-26T12:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-144462,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-144462,51.28,70.23,resolved,USR-0041,2022-02-12T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002515,2017-07-15T17:00:00Z,Price spike,High,Price spike detected for PO-118259,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-118259,12.84,29.01,open,USR-0056,,,true,1,[]
ALT-002516,2020-10-22T06:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-133348,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-133348,95.09,65.83,resolved,USR-0034,2020-11-19T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002517,2019-05-10T00:00:00Z,Stock low,Medium,Stock low detected for INV-CN-LIT,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CN-LIT,26.68,49.56,resolved,USR-0022,2019-06-01T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002518,2022-12-05T00:00:00Z,Stock low,Medium,Stock low detected for INV-MX-ALM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-ALM,44.26,133.75,open,USR-0064,,,true,2,[]
ALT-002519,2024-04-09T20:00:00Z,Stock low,Medium,Stock low detected for INV-TH-TIM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-TH-TIM,31.78,44.61,open,USR-0004,,,true,3,[]
ALT-002520,2018-10-06T11:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0259,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0259,95.55,104.58,resolved,USR-0021,2018-10-18T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002521,2018-08-21T05:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-142440,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-142440,82.78,117.15,resolved,USR-0080,2018-08-28T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002522,2019-05-16T22:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0283,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0283,13.8,49.23,resolved,USR-0057,2019-06-06T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002523,2023-09-11T17:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0081,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0081,81.33,44.78,resolved,USR-0012,2023-10-03T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002524,2018-12-06T21:00:00Z,Demand surge,High,Demand surge detected for PO-133306,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-133306,87.87,94.96,resolved,USR-0025,2018-12-12T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002525,2017-06-28T11:00:00Z,Price spike,High,Price spike detected for PO-124153,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-124153,47.21,47.23,resolved,USR-0048,2017-07-18T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002526,2016-10-22T12:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-133400,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-133400,49.5,81.94,open,USR-0068,,,true,0,[]
ALT-002527,2021-09-11T21:00:00Z,Price spike,High,Price spike detected for PO-142883,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-142883,52.11,87.77,open,USR-0001,,,true,1,[]
ALT-002528,2019-08-27T06:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0118,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0118,40.76,130.16,resolved,USR-0075,2019-09-13T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002529,2023-08-24T11:00:00Z,Stock low,Medium,Stock low detected for INV-ZA-GLS,Automated monitoring threshold exceeded; review recommended.,inventory,INV-ZA-GLS,96.45,52.68,resolved,USR-0061,2023-09-07T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002530,2017-12-23T17:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0119,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0119,26.02,23.93,resolved,USR-0070,2018-01-21T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002531,2017-01-25T14:00:00Z,Price spike,High,Price spike detected for PO-102706,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-102706,12.39,113.63,open,USR-0074,,,true,1,[]
ALT-002532,2017-04-17T03:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0176,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0176,73.77,114.68,open,USR-0048,,,true,2,[]
ALT-002533,2022-05-30T00:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-129530,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-129530,90.05,116.36,resolved,USR-0052,2022-06-03T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002534,2016-05-11T14:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0094,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0094,99.4,135.02,resolved,USR-0040,2016-06-07T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002535,2023-12-06T14:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0030,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0030,15.35,121.94,open,USR-0065,,,true,0,[]
ALT-002536,2017-11-30T21:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-144895,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-144895,20.73,124.84,open,USR-0056,,,true,3,[]
ALT-002537,2016-01-02T12:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0171,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0171,23.92,92.02,resolved,USR-0030,2016-01-14T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002538,2022-04-15T20:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0153,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0153,20.75,68.75,open,USR-0046,,,true,3,[]
ALT-002539,2022-07-13T10:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0028,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0028,79.5,49.16,resolved,USR-0050,2022-08-04T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002540,2021-12-14T09:00:00Z,Price spike,High,Price spike detected for PO-127653,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-127653,42.71,52.62,open,USR-0011,,,true,1,[]
ALT-002541,2024-02-17T09:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0193,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0193,50.27,26.0,open,USR-0004,,,true,1,[]
ALT-002542,2020-07-15T13:00:00Z,Stock overstock,Low,Stock overstock detected for INV-AU-LIT,Automated monitoring threshold exceeded; review recommended.,inventory,INV-AU-LIT,16.63,43.04,open,USR-0053,,,true,1,[]
ALT-002543,2021-02-17T23:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0013,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0013,74.54,114.42,open,USR-0059,,,true,3,[]
ALT-002544,2022-08-18T16:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-114413,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-114413,80.09,109.74,resolved,USR-0003,2022-08-21T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002545,2023-08-04T09:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0143,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0143,82.31,79.53,open,USR-0015,,,true,2,[]
ALT-002546,2017-09-11T03:00:00Z,Stock overstock,Low,Stock overstock detected for INV-BR-PLA,Automated monitoring threshold exceeded; review recommended.,inventory,INV-BR-PLA,13.65,83.21,open,USR-0067,,,true,2,[]
ALT-002547,2024-07-28T23:00:00Z,Price spike,High,Price spike detected for PO-137217,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-137217,29.08,51.08,resolved,USR-0018,2024-07-30T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002548,2022-05-12T07:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-139439,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-139439,63.56,44.53,resolved,USR-0003,2022-05-20T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002549,2018-07-23T23:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0170,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0170,42.73,95.8,resolved,USR-0069,2018-08-21T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002550,2024-05-06T03:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0187,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0187,11.23,98.22,resolved,USR-0085,2024-05-11T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002551,2017-12-31T09:00:00Z,Stock overstock,Low,Stock overstock detected for INV-CN-RBR,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CN-RBR,97.22,16.63,open,USR-0060,,,true,2,[]
ALT-002552,2019-05-26T08:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-113601,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-113601,63.47,121.89,resolved,USR-0044,2019-06-10T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002553,2021-04-14T18:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0156,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0156,97.42,33.23,resolved,USR-0080,2021-05-04T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002554,2017-08-21T17:00:00Z,Stock overstock,Low,Stock overstock detected for INV-BR-GLS,Automated monitoring threshold exceeded; review recommended.,inventory,INV-BR-GLS,81.25,107.73,resolved,USR-0007,2017-08-22T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002555,2023-07-24T01:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-138680,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-138680,65.06,74.03,resolved,USR-0070,2023-08-15T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002556,2024-07-16T02:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0043,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0043,51.96,32.73,resolved,USR-0051,2024-07-20T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002557,2021-01-26T02:00:00Z,Stock overstock,Low,Stock overstock detected for INV-JP-GLS,Automated monitoring threshold exceeded; review recommended.,inventory,INV-JP-GLS,99.98,128.64,open,USR-0065,,,true,3,[]
ALT-002558,2022-10-02T04:00:00Z,Demand surge,High,Demand surge detected for PO-121709,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-121709,46.52,38.38,resolved,USR-0068,2022-10-11T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002559,2021-04-15T22:00:00Z,Price spike,High,Price spike detected for PO-138260,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-138260,90.55,122.15,resolved,USR-0060,2021-05-12T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002560,2024-01-26T21:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0017,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0017,43.09,58.32,open,USR-0045,,,true,3,[]
ALT-002561,2024-03-25T08:00:00Z,Demand surge,High,Demand surge detected for PO-101080,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-101080,60.56,21.16,resolved,USR-0039,2024-04-06T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002562,2023-12-20T18:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0060,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0060,24.79,64.89,open,USR-0055,,,true,3,[]
ALT-002563,2019-09-01T12:00:00Z,Stock low,Medium,Stock low detected for INV-MX-PAP,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-PAP,23.63,98.09,resolved,USR-0024,2019-09-10T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002564,2015-01-13T09:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0128,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0128,99.84,34.84,resolved,USR-0051,2015-01-22T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002565,2022-09-22T14:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-132912,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-132912,19.79,58.64,resolved,USR-0020,2022-09-23T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
