contract_id,customer_id,supplier_id,commodity_code,contract_type,start_date,end_date,contract_value_usd,payment_terms,delivery_terms,quality_requirements,penalty_clauses,termination_notice_days,auto_renewal,renewal_date,signed_by_customer,signed_by_supplier,contract_status,amendments_count,version
CON-01563,CUS-0023,SUP-0113,SEM,Cost Plus,2022-09-09,2023-09-09,2512432.58,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2023-08-10,true,true,expired,5,3
CON-01564,CUS-0190,SUP-0184,TIM,Cost Plus,2015-03-04,2018-03-03,1980410.76,Net 30,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2018-02-01,true,true,expired,4,2
CON-01565,CUS-0128,SUP-0193,LIT,Fixed Price,2022-08-07,2023-08-07,11406110.61,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2023-07-08,true,true,expired,1,1
CON-01566,CUS-0123,SUP-0173,SLC,Fixed Price,2018-12-17,2021-12-16,13228433.26,Net 60,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2021-11-16,true,true,expired,5,5
CON-01567,CUS-0178,SUP-0082,STL,Time & Materials,2017-12-22,2019-12-22,5009891.35,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2019-11-22,true,true,expired,0,3
CON-01568,CUS-0279,SUP-0055,SLC,Framework,2023-05-04,2025-05-03,4788327.98,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2025-04-03,true,true,active,5,6
CON-01569,CUS-0093,SUP-0142,GLS,Volume Discount,2016-07-16,2018-07-16,2453655.51,Net 60,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2018-06-16,true,true,expired,4,3
CON-01570,CUS-0139,SUP-0026,NIC,Fixed Price,2015-03-10,2017-03-09,6405620.99,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2017-02-07,true,true,expired,1,3
CON-01571,CUS-0083,SUP-0180,RBR,Volume Discount,2019-01-18,2020-01-18,4169896.98,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2019-12-19,true,true,expired,0,4
CON-01572,CUS-0115,SUP-0092,STL,Time & Materials,2020-05-13,2021-05-13,413226.61,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2021-04-13,true,true,expired,5,5
CON-01573,CUS-0200,SUP-0101,TIM,Time & Materials,2017-04-19,2020-04-18,7443710.37,Net 30,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2020-03-19,true,true,expired,4,4
CON-01574,CUS-0039,SUP-0047,CTN,Volume Discount,2021-05-15,2023-05-15,4706461.82,Net 90,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2023-04-15,true,true,expired,0,1
CON-01575,CUS-0279,SUP-0127,GLS,Fixed Price,2019-11-02,2020-11-01,3722878.15,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2020-10-02,true,true,expired,5,1
CON-01576,CUS-0054,SUP-0167,TIM,Framework,2018-04-08,2019-04-08,7675149.61,Net 60,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2019-03-09,true,true,expired,1,1
CON-01577,CUS-0150,SUP-0034,STL,Framework,2019-09-21,2022-09-20,187578.52,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2022-08-21,true,true,expired,3,2
CON-01578,CUS-0237,SUP-0057,NIC,Fixed Price,2022-10-21,2023-10-21,11488877.17,Net 30,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2023-09-21,true,true,expired,5,1
CON-01579,CUS-0173,SUP-0177,GLS,Fixed Price,2018-11-01,2021-10-31,14168917.81,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2021-10-01,true,true,expired,2,4
CON-01580,CUS-0150,SUP-0197,PAP,Time & Materials,2021-12-05,2023-12-05,6798805.96,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2023-11-05,true,true,expired,2,3
CON-01581,CUS-0134,SUP-0140,SEM,Cost Plus,2017-09-25,2018-09-25,10512530.03,Net 30,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2018-08-26,true,true,expired,0,3
CON-01582,CUS-0197,SUP-0097,NIC,Cost Plus,2018-05-18,2019-05-18,1336681.76,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2019-04-18,true,true,expired,2,1
CON-01583,CUS-0039,SUP-0074,ALM,Fixed Price,2018-04-15,2021-04-14,5939616.57,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2021-03-15,true,true,expired,2,6
CON-01584,CUS-0087,SUP-0025,PAP,Volume Discount,2020-01-11,2023-01-10,2106882.45,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2022-12-11,true,true,expired,4,2
CON-01585,CUS-0029,SUP-0057,COP,Fixed Price,2022-12-23,2023-12-23,14118180.14,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2023-11-23,true,true,expired,3,4
CON-01586,CUS-0035,SUP-0193,SLC,Framework,2017-01-13,2019-01-13,6608926.95,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2018-12-14,true,true,expired,1,3
CON-01587,CUS-0051,SUP-0103,LIT,Fixed Price,2018-10-05,2021-10-04,7228200.89,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2021-09-04,true,true,expired,1,5
CON-01588,CUS-0092,SUP-0169,SEM,Volume Discount,2023-11-05,2026-11-04,8576293.44,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2026-10-05,true,true,active,2,4
CON-01589,CUS-0020,SUP-0169,ALM,Framework,2020-12-08,2021-12-08,7419439.65,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2021-11-08,true,true,expired,5,2
CON-01590,CUS-0146,SUP-0185,GLS,Fixed Price,2018-09-04,2019-09-04,14859207.26,Net 45,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2019-08-05,true,true,expired,5,4
CON-01591,CUS-0319,SUP-0160,NIC,Time & Materials,2018-11-07,2019-11-07,9890940.04,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2019-10-08,true,true,expired,1,2
CON-01592,CUS-0179,SUP-0124,CEM,Fixed Price,2020-05-04,2022-05-04,4555701.25,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2022-04-04,true,true,expired,1,1
CON-01593,CUS-0139,SUP-0184,COP,Fixed Price,2022-10-07,2025-10-06,5672932.13,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2025-09-06,true,true,active,0,6
CON-01594,CUS-0164,SUP-0195,NIC,Framework,2018-02-10,2021-02-09,4304569.58,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2021-01-10,true,true,expired,5,3
CON-01595,CUS-0081,SUP-0052,GLS,Cost Plus,2018-11-18,2020-11-17,8673355.6,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2020-10-18,true,true,expired,2,2
CON-01596,CUS-0084,SUP-0074,SEM,Framework,2020-10-23,2022-10-23,12855882.13,Net 90,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2022-09-23,true,true,expired,2,1
CON-01597,CUS-0071,SUP-0176,NIC,Cost Plus,2015-11-14,2017-11-13,4407077.24,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2017-10-14,true,true,expired,4,2
CON-01598,CUS-0178,SUP-0191,ALM,Fixed Price,2016-07-08,2018-07-08,13859408.37,Net 90,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2018-06-08,true,true,expired,3,5
CON-01599,CUS-0028,SUP-0031,SLC,Fixed Price,2021-03-10,2022-03-10,11843028.77,Net 30,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2022-02-08,true,true,expired,4,6
CON-01600,CUS-0171,SUP-0123,TIM,Time & Materials,2020-11-08,2021-11-08,14300431.41,Net 30,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2021-10-09,true,true,expired,2,4
CON-01601,CUS-0279,SUP-0196,REE,Fixed Price,2019-06-05,2021-06-04,8865714.23,Net 60,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2021-05-05,true,true,expired,3,5
CON-01602,CUS-0013,SUP-0145,RBR,Time & Materials,2017-10-04,2020-10-03,4323492.93,Net 45,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2020-09-03,true,true,expired,5,4
CON-01603,CUS-0117,SUP-0198,TIM,Framework,2023-07-17,2024-07-16,12383904.54,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2024-06-16,true,true,active,4,3
CON-01604,CUS-0311,SUP-0098,TIM,Time & Materials,2016-09-21,2018-09-21,1112734.62,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2018-08-22,true,true,expired,3,2
CON-01605,CUS-0171,SUP-0127,CTN,Fixed Price,2021-11-03,2022-11-03,5329505.49,Net 60,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2022-10-04,true,true,expired,1,6
CON-01606,CUS-0140,SUP-0205,CTN,Cost Plus,2020-08-02,2021-08-02,3393093.31,Net 30,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2021-07-03,true,true,expired,4,1
CON-01607,CUS-0078,SUP-0125,NIC,Volume Discount,2016-06-07,2018-06-07,3433949.18,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2018-05-08,true,true,expired,4,2
CON-01608,CUS-0143,SUP-0060,ALM,Fixed Price,2022-10-17,2023-10-17,10488140.36,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2023-09-17,true,true,expired,0,3
CON-01609,CUS-0167,SUP-0021,PAP,Cost Plus,2022-09-15,2024-09-14,4846327.65,Net 90,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2024-08-15,true,true,active,5,5
CON-01610,CUS-0098,SUP-0042,CEM,Volume Discount,2018-10-14,2021-10-13,4239248.0,Net 45,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2021-09-13,true,true,expired,1,1
CON-01611,CUS-0252,SUP-0045,COP,Cost Plus,2018-08-19,2020-08-18,13072712.14,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2020-07-19,true,true,expired,2,1
CON-01612,CUS-0108,SUP-0135,STL,Fixed Price,2018-03-10,2020-03-09,6203624.24,Net 45,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2020-02-08,true,true,expired,0,2
CON-01613,CUS-0023,SUP-0067,PLA,Fixed Price,2018-09-24,2019-09-24,1550907.7,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2019-08-25,true,true,expired,0,5
CON-01614,CUS-0238,SUP-0135,TIM,Fixed Price,2015-04-03,2016-04-02,11652499.87,Net 45,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2016-03-03,true,true,expired,0,2
CON-01615,CUS-0172,SUP-0163,STL,Fixed Price,2023-03-20,2025-03-19,6058978.42,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2025-02-17,true,true,active,0,4
CON-01616,CUS-0081,SUP-0116,CEM,Fixed Price,2016-04-03,2018-04-03,6522972.12,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2018-03-04,true,true,expired,0,5
CON-01617,CUS-0210,SUP-0002,RBR,Fixed Price,2022-02-09,2024-02-09,2160697.96,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2024-01-10,true,true,active,3,1
CON-01618,CUS-0110,SUP-0003,STL,Framework,2022-08-22,2024-08-21,6976786.71,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2024-07-22,true,true,active,3,5
CON-01619,CUS-0097,SUP-0116,COP,Cost Plus,2019-07-07,2022-07-06,9894105.17,Net 60,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2022-06-06,true,true,expired,5,3
CON-01620,CUS-0160,SUP-0115,SEM,Fixed Price,2016-08-01,2019-08-01,8247387.53,Net 30,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2019-07-02,true,true,expired,4,5
CON-01621,CUS-0127,SUP-0193,GLS,Volume Discount,2019-11-02,2020-11-01,11786551.14,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2020-10-02,true,true,expired,4,1
CON-01622,CUS-0156,SUP-0192,COP,Volume Discount,2023-12-07,2026-12-06,2486091.59,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2026-11-06,true,true,active,1,4
CON-01623,CUS-0244,SUP-0097,TIM,Fixed Price,2021-03-01,2022-03-01,7855409.5,Net 60,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2022-01-30,true,false,expired,2,1
CON-01624,CUS-0195,SUP-0152,SLC,Fixed Price,2019-01-07,2021-01-06,6499285.95,Net 45,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2020-12-07,true,true,expired,2,1
CON-01625,CUS-0301,SUP-0047,PLA,Fixed Price,2019-02-02,2021-02-01,3347753.15,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2021-01-02,true,true,expired,0,2
CON-01626,CUS-0177,SUP-0189,COP,Fixed Price,2022-05-22,2024-05-21,12478011.61,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2024-04-21,true,true,active,5,3
CON-01627,CUS-0072,SUP-0146,SLC,Fixed Price,2016-10-07,2017-10-07,5764950.72,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2017-09-07,true,true,expired,5,2
CON-01628,CUS-0233,SUP-0161,GLS,Cost Plus,2019-03-07,2020-03-06,12062284.98,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2020-02-05,true,true,expired,3,1
CON-01629,CUS-0211,SUP-0085,PAP,Time & Materials,2019-04-16,2021-04-15,9457144.02,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2021-03-16,true,true,expired,1,4
CON-01630,CUS-0072,SUP-0051,TIM,Time & Materials,2023-04-23,2026-04-22,5846865.19,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2026-03-23,true,true,active,3,4
CON-01631,CUS-0001,SUP-0161,SEM,Cost Plus,2017-07-17,2019-07-17,12013499.58,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2019-06-17,true,false,expired,2,4
CON-01632,CUS-0267,SUP-0174,COP,Framework,2015-11-02,2017-11-01,423345.73,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2017-10-02,true,true,expired,0,2
CON-01633,CUS-0261,SUP-0150,SEM,Fixed Price,2017-11-12,2018-11-12,14936064.19,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2018-10-13,true,false,expired,2,5
CON-01634,CUS-0132,SUP-0044,GLS,Volume Discount,2020-01-21,2021-01-20,6653397.82,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2020-12-21,true,true,expired,3,1
CON-01635,CUS-0064,SUP-0103,COP,Fixed Price,2022-04-07,2024-04-06,7782684.38,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2024-03-07,true,true,active,2,2
CON-01636,CUS-0212,SUP-0045,STL,Fixed Price,2017-04-15,2018-04-15,8216461.58,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2018-03-16,true,true,expired,4,2
CON-01637,CUS-0064,SUP-0117,ALM,Fixed Price,2022-09-15,2024-09-14,903302.31,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2024-08-15,true,true,active,2,2
CON-01638,CUS-0041,SUP-0133,RBR,Cost Plus,2018-06-11,2019-06-11,1811641.2,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2019-05-12,true,true,expired,1,1
CON-01639,CUS-0069,SUP-0164,ALM,Time & Materials,2015-06-20,2016-06-19,10752192.59,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2016-05-20,true,true,expired,2,5
CON-01640,CUS-0127,SUP-0071,NIC,Fixed Price,2015-08-02,2018-08-01,12638362.25,Net 60,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2018-07-02,true,true,expired,2,4
CON-01641,CUS-0079,SUP-0128,PLA,Fixed Price,2017-03-25,2020-03-24,9273126.77,Net 90,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2020-02-23,true,true,expired,0,4
CON-01642,CUS-0104,SUP-0201,STL,Time & Materials,2016-07-25,2019-07-25,12218805.98,Net 90,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2019-06-25,true,true,expired,0,6
CON-01643,CUS-0288,SUP-0125,COP,Cost Plus,2015-08-01,2016-07-31,2090852.62,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2016-07-01,true,true,expired,4,6
CON-01644,CUS-0249,SUP-0204,SEM,Fixed Price,2020-01-09,2023-01-08,12080508.79,Net 45,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2022-12-09,true,true,expired,5,5
CON-01645,CUS-0191,SUP-0117,PAP,Framework,2020-03-23,2022-03-23,8657104.48,Net 60,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2022-02-21,true,true,expired,0,6
CON-01646,CUS-0016,SUP-0105,PLA,Fixed Price,2018-07-14,2020-07-13,3615291.55,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2020-06-13,true,true,expired,1,6
CON-01647,CUS-0283,SUP-0192,PLA,Fixed Price,2020-02-07,2021-02-06,12889132.78,Net 45,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2021-01-07,true,true,expired,2,4
CON-01648,CUS-0032,SUP-0194,STL,Fixed Price,2015-01-09,2018-01-08,9963753.58,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2017-12-09,true,true,expired,3,3
CON-01649,CUS-0235,SUP-0018,SLC,Cost Plus,2023-01-14,2025-01-13,6985421.93,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2024-12-14,true,true,active,4,1
CON-01650,CUS-0231,SUP-0037,PLA,Framework,2017-04-22,2019-04-22,12368142.93,Net 60,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2019-03-23,true,true,expired,0,1
CON-01651,CUS-0291,SUP-0097,TIM,Fixed Price,2022-09-24,2024-09-23,2293702.1,Net 60,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2024-08-24,true,true,active,2,4
CON-01652,CUS-0319,SUP-0051,COP,Cost Plus,2021-05-22,2022-05-22,5937169.4,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2022-04-22,true,true,expired,5,2
CON-01653,CUS-0244,SUP-0124,PAP,Framework,2020-11-16,2021-11-16,11718209.95,Net 45,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2021-10-17,true,true,expired,5,1
CON-01654,CUS-0188,SUP-0189,PAP,Fixed Price,2020-08-16,2022-08-16,4666688.6,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2022-07-17,true,true,expired,1,6
CON-01655,CUS-0085,SUP-0054,ALM,Volume Discount,2018-04-05,2020-04-04,14486909.42,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2020-03-05,true,true,expired,5,1
CON-01656,CUS-0228,SUP-0086,TIM,Framework,2019-08-01,2022-07-31,12681364.61,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2022-07-01,true,true,expired,2,1
CON-01657,CUS-0114,SUP-0148,RBR,Fixed Price,2020-02-21,2022-02-20,4554145.67,Net 60,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2022-01-21,true,true,expired,3,6
CON-01658,CUS-0140,SUP-0080,ALM,Time & Materials,2017-10-06,2020-10-05,12822339.87,Net 30,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2020-09-05,true,true,expired,3,2
CON-01659,CUS-0015,SUP-0124,STL,Framework,2021-12-03,2024-12-02,10450909.48,Net 45,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2024-11-02,true,true,active,5,6
CON-01660,CUS-0010,SUP-0044,RBR,Cost Plus,2016-01-15,2018-01-14,7678176.23,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2017-12-15,true,true,expired,1,5
CON-01661,CUS-0098,SUP-0007,SLC,Fixed Price,2021-07-10,2023-07-10,796889.81,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2023-06-10,true,true,expired,4,1
CON-01662,CUS-0033,SUP-0183,TIM,Cost Plus,2016-03-09,2017-03-09,8083406.93,Net 90,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2017-02-07,true,true,expired,2,1
CON-01663,CUS-0306,SUP-0138,CTN,Time & Materials,2015-08-19,2017-08-18,13286089.04,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2017-07-19,true,true,expired,4,2
CON-01664,CUS-0155,SUP-0169,CEM,Fixed Price,2015-03-23,2016-03-22,6530613.73,Net 90,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2016-02-21,true,true,expired,5,1
CON-01665,CUS-0223,SUP-0076,GLS,Cost Plus,2016-09-02,2018-09-02,11828274.18,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2018-08-03,true,true,expired,2,1
CON-01666,CUS-0008,SUP-0042,LIT,Fixed Price,2017-09-11,2018-09-11,8079038.73,Net 45,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2018-08-12,true,true,expired,2,1
CON-01667,CUS-0030,SUP-0182,RBR,Volume Discount,2020-03-24,2021-03-24,7751344.25,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2021-02-22,true,true,expired,2,4
CON-01668,CUS-0099,SUP-0026,SLC,Cost Plus,2016-08-22,2017-08-22,3008363.41,Net 45,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2017-07-23,true,true,expired,4,2
CON-01669,CUS-0075,SUP-0167,RBR,Time & Materials,2016-12-17,2018-12-17,5912041.35,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,false,2018-11-17,true,true,expired,4,1
CON-01670,CUS-0157,SUP-0066,SEM,Time & Materials,2019-06-08,2020-06-07,3023322.37,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,false,2020-05-08,true,true,expired,1,4
CON-01671,CUS-0044,SUP-0061,ALM,Fixed Price,2016-08-04,2018-08-04,10120945.19,Net 90,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2018-07-05,true,true,expired,5,5
CON-01672,CUS-0181,SUP-0033,PAP,Fixed Price,2022-08-17,2024-08-16,558274.26,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2024-07-17,true,true,active,0,4
CON-01673,CUS-0266,SUP-0085,RBR,Volume Discount,2021-01-04,2023-01-04,5827190.65,Net 60,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2022-12-05,true,true,expired,5,4
CON-01674,CUS-0317,SUP-0171,PLA,Time & Materials,2018-06-25,2019-06-25,12160420.3,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2019-05-26,true,true,expired,0,3
CON-01675,CUS-0203,SUP-0202,CEM,Cost Plus,2023-11-23,2025-11-22,10211135.0,Net 60,DDP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2025-10-23,true,true,active,5,4
CON-01676,CUS-0209,SUP-0199,TIM,Cost Plus,2015-05-06,2016-05-05,3889840.14,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2016-04-05,true,true,expired,4,3
CON-01677,CUS-0093,SUP-0162,STL,Time & Materials,2016-05-09,2019-05-09,10597043.1,Net 45,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2019-04-09,true,true,expired,0,5
CON-01678,CUS-0116,SUP-0193,SEM,Time & Materials,2022-09-11,2025-09-10,2291225.24,Net 30,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2025-08-11,true,true,active,0,2
CON-01679,CUS-0015,SUP-0183,REE,Volume Discount,2019-04-04,2021-04-03,13615136.06,Net 90,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2021-03-04,true,true,expired,0,3
CON-01680,CUS-0163,SUP-0122,COP,Fixed Price,2016-12-25,2017-12-25,76522.41,Net 45,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2017-11-25,true,true,expired,4,2
CON-01681,CUS-0062,SUP-0183,TIM,Fixed Price,2020-08-24,2023-08-24,10273422.19,Net 90,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2023-07-25,true,true,expired,1,1
CON-01682,CUS-0233,SUP-0013,PAP,Fixed Price,2016-03-18,2019-03-18,1218545.38,Net 60,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",30,true,2019-02-16,true,true,expired,5,2
CON-01683,CUS-0013,SUP-0110,NIC,Cost Plus,2015-11-18,2018-11-17,14502025.87,Net 60,DAP,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,true,2018-10-18,true,true,expired,1,3
CON-01684,CUS-0230,SUP-0194,STL,Time & Materials,2021-10-12,2022-10-12,9075040.56,Net 60,FOB,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",90,true,2022-09-12,true,true,expired,4,2
CON-01685,CUS-0175,SUP-0168,SEM,Fixed Price,2018-11-08,2021-11-07,4998183.41,Net 60,CIF,ISO 9001; lot inspection; traceability,"1% per late week, capped at 10%",60,false,2021-10-08,true,true,expired,4,5
